X,Y
52.22496752147866,26.15941944949574
-12.994236280378729,12.628747361995531
61.28645663865764,27.772514642227083
76.4169234680423,30.58005702473508
9.992953482843177,17.024893885587616
-17.1385511257594,10.92737447532086
42.41823737205382,22.984764841298016
12.121259886863676,17.597778878686587
58.088607472334246,26.934612550980578
16.53057592657244,17.897438989571135
56.01994646234952,26.924587466708775
61.977095178556965,27.71813299976012
-8.769652028682678,13.684945206004826
-2.8275245096898303,13.825224579548923
28.125854263058912,21.839325499212055
-9.937566153868364,13.580801308870674
69.56133509963882,28.691868515529602
33.55865816249528,21.43312632951647
23.507733472949973,19.7283300743074
49.018741733893535,24.72085319331661
25.432208454504483,19.813912280336915
12.478324005204328,17.690725253913822
-5.472155706991993,14.123353755554175
-7.810739061858456,13.039486087218084
-13.406964233411427,12.746513197632941
35.51695606599978,22.48513430672523
59.785174949409054,26.57026610122874
-0.5958421379038406,15.20589871130525
36.19360357170894,23.069101789900706
-5.745776629094884,14.13025195177504
29.862628692861342,21.17852459776333
25.14210640892616,19.961089900323834
42.088771496673665,23.493646502145605
65.04952478434143,27.18048370008642
41.767002325628006,23.303589006159758
-0.16633740273395503,15.576427413150528
54.28873024879108,25.6652632840122
70.17931093453787,29.079323687734536
12.785442371887129,17.34046119491643
42.68008188519275,23.61127310066193
48.71210952809726,24.158959962560424
33.60539281484763,22.121745119392497
-1.8496956001489515,14.154257521921627
29.833165153847844,21.349512068653095
55.20962221579998,26.758741203539344
35.91761668101173,22.717019058563483
-6.032719142841874,13.428467066324735
19.638429629381875,19.287416646974958
63.281448068732175,27.86402144105543
29.98301169226348,20.71838804883331
42.847203451466946,23.049930409052894
39.24286744215238,22.152246654835537
17.029376127558436,18.82690189700428
45.33466524615034,24.770126807665978
25.15022096358272,20.091058850935134
39.66313047738466,22.717565351301623
-5.7063718941861055,14.39465173941804
39.200197532107794,22.844307521919117
17.26283207252652,17.761636529331906
29.965145145081443,21.127708896976692
58.3725886376031,26.34164458429559
78.14972380171774,30.299713128772357
40.74818374656373,22.744448119742508
-15.892720762442906,11.587308163223904
22.253701069854877,19.070061950338488
19.041407733148148,18.950103299309802
70.75051953282619,28.25586337605943
63.33110909190927,27.816772328863163
9.707287161332317,16.946780007197255
-10.441798698282373,13.356995289998737
79.0238711619718,30.15871450926642
1.4834783894652155,14.92449606265785
-13.455664085724777,13.335243028167115
75.66915631705801,29.421326811791022
4.004331417470194,15.848259792219633
27.69113501965495,21.138024708425156
-4.016368744476665,13.83721047386875
-18.704533030610254,11.137033866805147
60.34473342882326,26.91843528372175
79.60556530340038,30.609050209032755
-8.237297542210879,13.568978604147334
-9.024438089455648,14.415362266097596
47.28703924940616,23.915832225175542
28.23143164257069,20.671203630676334
35.92339539133272,22.48228423348354
-15.807248180961402,11.497201914865894
45.62922411513928,23.22067569019216
53.27791208710826,25.567203002456132
68.70687029456377,28.884012591133935
-18.72845795739005,11.178183522836152
20.323415383205543,20.199383813296386
-8.860236321228713,13.369503447730512
-4.904167950263709,13.147284887724517
67.97869925894469,28.460540199474014
77.92184166985894,31.00358149594451
67.01974669189394,28.462377506161182
75.6902905498609,29.50434020761791
73.29852920554586,30.05159546665262
-10.432147980601751,14.119367952075278
47.99354143277189,25.126278081108374
