index,XX,YY
0.0,1.2898474885081204,2.0548468720337061
0.0,1.7025138617206887,2.6464764051353504
0.0,1.7390130443145981,1.9126509440266315
0.0,0.91247860208635845,1.4307635026111085
0.0,1.9447594522991336,2.8428952269401986
1.0,2.1897331371924791,-0.7986084941050301
1.0,1.881864270782627,-0.029132761140692843
1.0,1.8861342217754455,0.066448685168350244
2.0,5.3271564498524393,0.97574498460217385
2.0,3.5031249765668191,1.3450167894041571
0.0,1.4630449505830827,1.9717941510644663
0.0,2.1132955331842318,2.7997232230875366
0.0,1.6145305807630075,2.5385547673405906
0.0,1.6878711146533814,2.5465608157569979
0.0,2.2647380006306257,2.300406820903953
1.0,1.6693038361047527,-1.0679673280272444
1.0,1.716684636485357,-0.41215625838433106
1.0,1.7900796348836745,0.10464230754165393
2.0,5.5590130598722567,2.0132198978390159
2.0,5.0716672472460118,1.3460321706252385
0.0,1.2371789803238562,0.89222699574373188
0.0,2.6627325113464817,2.5718276669120157
0.0,1.1949842490791556,1.9986144618872723
0.0,2.0671971069906805,3.3772153302593826
0.0,1.5271479451555035,1.7550579493717986
1.0,2.29921432508571,-0.61032742824443631
1.0,1.8853040137254082,0.53061089188138288
1.0,1.6151695168879701,0.42617707332974403
2.0,5.222512497930933,1.1611231578442414
2.0,4.8826117374250666,1.3990088035639088
0.0,1.6311678201842583,1.9605897526001652
0.0,0.67278345627402525,1.1874315820478119
0.0,0.81671997702096677,1.133385641090116
0.0,0.0062019885224704474,0.047536740417351897
0.0,0.55407517126048378,0.88529850297869528
1.0,2.5965150937699333,0.13024700534231032
1.0,1.1943594441424619,0.42157253971441028
1.0,1.5153532995804526,0.45417566676147408
2.0,3.7602671279975324,1.3043563510898351
2.0,2.5946810703545031,0.49597805268908068
0.0,0.079637182786350458,1.0480419894469386
0.0,1.1649636187415575,2.3635114200040501
0.0,1.0857731853929786,1.3236021313119
0.0,1.5859759471497539,1.9733215998959128
0.0,0.99791155456028335,1.9708076204529492
1.0,1.6732203638492313,-0.63350781068252704
1.0,1.706625752626473,0.73566068523217454
1.0,1.4992992236603173,0.58812408298096175
2.0,4.4783855225489191,0.13243273616212703
2.0,5.918524663203911,1.6596932403953677
0.0,1.4455103119865147,1.9307350783898793
0.0,0.93611080888139764,1.9193056432051656
0.0,1.1485446301616569,1.2820679493231202
0.0,1.5160053382494523,1.1459069603116969
0.0,1.498044899284299,1.7632058355225793
1.0,1.9166656845296144,-0.35139413797076252
1.0,2.5178171842571664,-0.29938552814792696
1.0,2.3775285393404397,0.21517686015135359
2.0,6.5854768725131718,1.887159791724252
2.0,5.2323425377931914,2.4013863474117536
0.0,1.9281724135245168,2.5621736442038827
0.0,0.6686103364206426,1.8887098186941256
0.0,1.8660078982227037,2.8049671994520962
0.0,0.62515245994890134,0.52570716476295698
0.0,0.043804647176034495,1.0576420920954324
1.0,2.2423046659455053,-0.44973933223167878
1.0,2.7506865992913498,0.3998546374674003
1.0,2.0203267056595058,0.031127814751721033
2.0,4.8963628481835073,1.5377828860555067
2.0,3.7651315791076474,1.9972110394817146
0.0,2.4548925844230109,2.8040269595599434
0.0,-0.12884714130350639,0.89326052241133147
0.0,1.4865883520403647,2.22129151544743
0.0,1.8739229062745013,2.196649304727071
0.0,1.0339836530898276,1.764676760602538
1.0,2.3068967713991846,-0.89640223553116571
1.0,1.4186646213452341,-0.72847292638775329
1.0,2.1406840584831404,-0.58190915489476525
2.0,5.0655082604089117,1.4228233167846456
2.0,4.447888733171748,0.7840829085255645
0.0,1.7318469126148395,1.8694833997987423
0.0,1.4807378609976656,2.1793052010008021
0.0,0.23971129205703701,1.1697775568868076
0.0,1.201447945719595,1.9719276859287844
0.0,2.4140282453980975,2.3364117002378784
1.0,3.317175760819445,1.1101756936520759
1.0,1.1349757415010289,-1.2260493230696148
1.0,1.7882674673970538,-0.11072967121997691
2.0,5.1753990237362526,1.7392953417499122
2.0,4.2715783554659543,1.7774876273501168
0.0,1.314866234575423,0.88066508091770079
0.0,2.2752513690288412,2.3811527764010401
0.0,1.1109616582886603,1.5049452573709643
0.0,1.6981384324589661,2.4174875551211956
0.0,1.7264255880538755,2.0835048298613676
1.0,1.4342438318311252,0.59888830053397502
1.0,1.9713987568591604,-0.32466332078235083
1.0,2.2997241014804586,-0.12810356344222276
2.0,3.8825134873122962,0.78059430918321149
2.0,4.0219604835037286,1.0231444547141526
0.0,2.2569920167144444,2.8167494852916661
0.0,1.0355413119157897,2.3231707662595147
0.0,1.0321295589587693,1.4180087127067824
0.0,1.5294453423037442,2.0435820002895309
0.0,2.2075851800538602,2.5761345445904569
1.0,2.126063050975556,0.088916468698847326
1.0,2.2466734837610298,0.15762259371494006
1.0,2.6201528480549845,1.6747983469140026
2.0,5.5921351587561157,1.4218319343047663
2.0,5.2530733871308684,1.904115205311937
0.0,2.1875599673545505,3.0959391110463752
0.0,2.0157159869494246,2.6321089202055998
0.0,2.9570171696090384,3.454571690146274
0.0,1.853606775618946,1.5515386163155525
0.0,0.73046791032536917,1.6829627639847575
1.0,1.7712035257757228,1.1013904133315067
1.0,2.8913493270410648,-1.3737652565134602
1.0,2.4670621884528958,0.4662100042100224
2.0,4.2835913298243025,1.4309043633512177
2.0,4.524193044923237,0.5770157436627672
0.0,1.1819147290883214,1.710606881835055
0.0,1.4205752771029014,2.4472160198574637
0.0,2.056039529474746,2.2749160990975543
0.0,1.4580948526204411,1.2166822467325615
0.0,2.38857391580677,2.5791812635343909
1.0,2.4583207645953942,-0.43415808425225677
1.0,2.2357431928450477,1.9556353289248447
1.0,2.0896104517334404,0.70829094459512199
2.0,3.4147825275975077,0.95772976456263959
2.0,4.9779574250746492,0.83915513577119505
0.0,0.049310292952554846,0.46475529850823483
0.0,0.31457251713455747,0.8946894452828742
0.0,0.83851061649496328,0.92193012389765316
0.0,0.63302627523824029,1.8770987261857268
0.0,2.7519548686718598,2.5540811738391174
1.0,3.0766978264279787,-0.27078867178954014
1.0,1.540635163032978,0.71999538828686405
1.0,2.5060309411093979,0.26844059322066022
2.0,5.1239551861437729,0.19578464949748708
2.0,5.5341386720740617,1.0473054678975457
0.0,1.8039750728788286,2.7411268546218261
0.0,1.2268820344228164,1.7491525010874134
0.0,0.35386650339116299,2.001729395011655
0.0,2.8312684810951647,3.1785924241490631
0.0,-0.31096968644575629,0.025306973292552382
