X,Y
28.425104975948685,20.750091863603792
20.81462574905843,18.41958097373211
-14.15522664677617,10.986431811371
18.33338689955457,19.618268781486357
-12.907450339409081,13.38148962671461
-9.65942473335603,13.377420664098636
74.1184984241779,31.285231077912805
47.63888384247329,27.10990049363293
27.99246652883007,19.059301829806117
43.27222390127203,24.19596535524863
14.153301346016264,16.683320214506242
17.313905283652424,19.22039554768512
20.929616944516347,18.502895457108355
-11.125129211063182,13.197173820716415
57.69849038552739,26.650277229273208
27.467526966140817,20.41772377945227
52.144271416297926,24.214015169372917
20.633356296025106,20.996869268535395
30.507459450067458,22.654291750133208
-16.24028156835195,12.486580321235508
-7.725243268612186,14.604699045099316
-14.662566796912673,11.82313322441733
65.8475449895081,28.920675211851137
65.35766082806234,28.9965179085074
57.548991814629645,27.855459709339023
-13.709651910771608,10.948739640925764
57.621474553326294,28.19753982481533
-16.380830988052736,10.928729294859506
-12.067335725089784,10.951336212879719
37.208544943731084,22.420495484954955
61.17472959418296,26.982952084949854
49.04368975485413,25.80758476627122
62.393302042147994,26.26157595904017
79.2700708816323,30.48770166696205
33.255814147208405,21.521195550169935
73.24991152658909,27.99274451524669
2.491081679500656,14.99869831737861
21.77451001176388,20.127849461528363
57.60209834617039,26.14512471040261
21.49737539772903,18.566697057390126
49.20886283668705,24.317493852063787
-13.853079859465538,12.339444572683616
17.403372734933725,18.469520752673635
69.88582754476188,27.956626218135916
36.024607432031225,20.764734807007844
70.18440263917316,29.6711346373852
23.59058529348441,19.070771184799245
11.937294438656384,18.70603695561971
25.95987255504862,20.526979777541136
60.91758589665021,27.496463203274832
70.71627588800125,28.19622148448356
28.48413429319988,21.462751435267336
24.947801740015173,20.232810675172963
26.360838285888242,20.679921572123288
52.29842708147439,25.12509984998889
25.468011663420583,19.86041649127466
11.207386775362835,17.14297562614272
1.624488512056228,16.32469539224953
0.6892626782736002,15.324656513588149
11.586848691835222,17.28105906899875
14.233197616617296,16.583333800004613
21.943380944298333,20.7256101448338
20.019118847319426,18.348050772598246
32.44208099072214,21.057241619258363
12.867528749979556,17.049329057789393
-1.037117449287031,13.339018816262755
-2.8907318436497107,12.887574542303021
17.281401049998486,19.117658728413463
39.58606586874882,23.496540880325185
22.140365110365693,20.47464114712604
9.819238523831604,17.68064951392538
-17.59607145568675,12.986042954602045
2.477512394110189,15.934420799648306
51.11302098460446,25.042481355250057
17.911446301970855,18.984347822341604
30.868329676950417,19.972142044578455
-2.7689425014893274,15.116723690946946
54.14979597312927,27.662805052523076
65.48774735653825,27.96180341567166
-11.744272916140524,13.552280078476487
26.92205097240364,19.841061806420942
1.4025540809240837,15.502805623409019
23.145995733312404,21.01146347846201
11.34698573913257,17.055662093358603
57.52108234100953,25.702931317890787
40.106625858583996,23.481156608062957
20.459156141745453,18.858785583840053
20.85382556639817,19.410939911914905
-13.225046723885152,12.85433627523914
64.71975098052695,27.4138112323908
28.40475325028963,19.571039624037603
62.47536075641277,28.63403174367683
42.165785623265165,23.71818762306324
7.432132216107817,16.224092736421888
17.551491238481084,17.536616711292506
58.540764349303444,28.2684221116723
19.03208170467247,19.1212541546826
22.72430671538237,20.292944451078675
39.08896302617457,23.35446611682425
42.395680960041254,23.90763442623976
